BOF FOUO 20140508 20140508 0000500 0000089
111435873||S52L2||3|Z2|20020327|20150116|20140122|20140116|Entity 294 Legal Business Name||||Entity 294 Address Line 1||TAUNTON|MA|02780|3707|USA|04|19910809|1231|||www.entity294.com|2L|MA|USA|0005|27~2X~MF~VW~XS||334419|0002|334419Y~339991Y|0000||Y||Entity 294 Mailing Address Line 1||TAUNTON|02780|3707|USA|MA|SAM|A|MERICA||Entity 294 Address Line 1||TAUNTON|02780|3707|USA|MA|5555555555|||5555555555|something@sam.gov|SAM|A|MERICA||Entity 294 Address Line 1||TAUNTON|02780|3707|USA|MA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||SAM|A|MERICA|Entity 294 POC Title|Entity 294 Address Line 1||TAUNTON|02780|3707|USA|MA|5555555555|||5555555555|something@sam.gov|SAM|A|MERICA||Entity 294 Address Line 1||TAUNTON|02780|3707|USA|MA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||||||Y|20090211|U|Entity 294 D&B Monitoring Legal Business Name||Entity 294 Address Line 1||TAUNTON|027803707|USA|MA|N|||||||||||||||10|2000000|SAM|A|MERICA||5555555555|||5555555555|something@sam.gov|||||||||||||||||0000||N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
118177954||3R6DP||3|Z1|20111010|20150113|20140122|20140113|Entity 163 Legal Business Name||||Entity 163 Address Line 1||GREENVILLE|AL|36037|7414|USA|02|19820831|1231||||8H|AL|USA|0002|A8~V2|||0000||0000||N||Entity 163 Mailing Address Line 1||GREENVILLE|36037|7242|USA|AL|SAM||MERICA||Entity 163 Address Line 1||GREENVILLE|36037|7242|USA|AL|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 163 Address Line 1||GREENVILLE|36037|7242|USA|AL|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||SAM||MERICA||Entity 163 Address Line 1||GREENVILLE|36037|7242|USA|AL|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 163 Address Line 1||GREENVILLE|36037|7242|USA|AL|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||||||Y|20111010|D|Entity 163 D&B Monitoring Legal Business Name||Entity 163 Address Line 1||GREENVILLE|360377414|USA|AL|N|||||||||||||||||SAM||MERICA||5555555555|||5555555555|something@sam.gov|||||||||||||||||0000||N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
124317426||2NFO3||3|Z1|20120822|20140306|20140122|20130308|Entity 325 Legal Business Name||||Entity 325 Address Line 1|Entity 325 Address Line 2|SOFIA|STOLICHNA|1407||BGR||20070713|1231||||ZZ||BGR|0002|A8~V2|||0000||0000||N||Entity 325 Mailing Address Line 1|Entity 325 Mailing Address Line 2|SOFIA|1407||BGR|STOLICHNA|SAM||MERICA|Entity 325 POC TITLE|Entity 325 Address Line 1||SOFIA|1407||BGR|SOFIA|||5555-55555555555||something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||SAM||MERICA|Entity 325 POC Title|Entity 325 Address Line 1||SOFIA|1407||BGR|SOFIA|||5555-55555555555||something@sam.gov||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||N|||||||||||||||||SAM||MERICA|Entity 325 POC Title|||5555-55555555555||something@sam.gov|||||||||||||||||0000||||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
127615131||2W27F||3|Z1|20131220|20141220|20140122|20131224|Entity 427 Legal Business Name||||Entity 427 Address Line 1||DULUTH|MN|55807|1854|USA|08|19590313|1231||||2L|MN|USA|0002|A8~V2|||0000||0000||Y||Entity 427 Mailing Address Line 1||DULUTH|55807|1854|USA|MN|SAM||MERICA|Entity 427 POC TITLE|Entity 427 Address Line 1||FREMONT ST|55807||USA|MN|5555555555|203||5555555555|something@sam.gov|SAM||MERICA|Entity 427 POC Title|Entity 427 Address Line 1||FREMONT ST|55807||USA|MN|5555555555|201||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||SAM||MERICA|Entity 427 POC Title|Entity 427 Address Line 1||FREMONT ST|55807||USA|MN|5555555555|201||5555555555|something@sam.gov||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||N|||||||||||||||||SAM||MERICA|Entity 427 POC Title|5555555555|201||5555555555|something@sam.gov|||||||||||||||||0000||N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
131234969||AS8ZH||3|Z1|20120822|20141030|20140122|20131030|Entity 336 Legal Business Name||Entity 336 Company Division Name||Entity 336 Address Line 1||SUMMERVILLE|GA|30747|2013|USA|14|19580702|0630||||2A|||0003|12~C7~V2|||0000||0000||Y||Entity 336 Mailing Address Line 1||SUMMERVILLE|30747|2013|USA|GA|SAM||MERICA|Entity 336 POC TITLE|Entity 336 Address Line 1||SUMMERVILLE|30747|2013|USA|GA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||SAM||MERICA|Entity 336 POC Title|Entity 336 Address Line 1||SUMMERVILLE|30747|2013|USA|GA|5555555555|||5555555555|something@sam.gov||||||||||||||||||||||||||||||||||||||||||Entity 336 HQ Parent Name|039918107|Entity 336 Address Line 1||SUMMERVILLE|307471357|USA|GA||Entity 336 Domestic Parent Name|039918107|Entity 336 Address Line 1||SUMMERVILLE|307471357|USA|GA||Entity 336 Global Parent Name|039918107|Entity 336 Address Line 1||SUMMERVILLE|307471357|USA|GA|||||||||||||N|||||||||||||||||SAM|A|MERICA|Entity 336 POC Title|5555555555|||5555555555|something@sam.gov|||||||||||||||||0000||N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
137151292||6S5Z4||3|Z2|20120822|20140829|20140122|20130829|Entity 399 Legal Business Name||||Entity 399 Address Line 1||HARLOW||CM202DU||GBR||20040929|0401|||www.entity399.com|2K||GBR|0002|2X~VW||423690|0010|334412Y~334413Y~335314Y~335999Y~423610Y~423620Y~423690Y~425110Y~425120Y~443142Y|0009|3670~5935~5962~5963~5998~5999~6130~AC64~AC66|Y||Entity 399 Mailing Address Line 1|Entity 399 Mailing Address Line 2|HARLOW|CM202DU||GBR||SAM||MERICA||Entity 399 Address Line 1|Entity 399 Address Line 2|HARLOW|CM202DU||GBR|ESSEX|5555555555||5555-55555555555||something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||SAM||MERICA||Entity 399 Address Line 1|Entity 399 Address Line 2|HARLOW|CM202DU||GBR|ESSEX|5555555555||5555-55555555555||something@sam.gov||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||N|||||||||||||||5|1500000|SAM||MERICA|Entity 399 POC Title|5555555555||5555-55555555555||something@sam.gov|||||||||||||||||0000||N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
137761556||I45QE||3|Z2|20030326|20140205|20140122|20130205|Entity 247 Legal Business Name||||Entity 247 Address Line 1||WILMINGTON|NC|28401|8407|USA|07|19910207|1231|||www.entity247.com|2L|NC|USA|0008|23~27~2X~8W~A2~PI~VW~XS||236220|0019|236115Y~236210Y~236220Y~237110Y~237120Y~237130Y~237210Y~237310Y~237990E~238110Y~524291Y~541199Y~541310Y~541330E~541350Y~541618Y~541990Y~561499Y~611430Y|0010|C1AA~C1AB~C1AZ~C1BE~C1CA~C1DA~C1EB~C1EZ~C1JZ~C1LB|N||Entity 247 Mailing Address Line 1||WILMINGTON|28402|2582|USA|NC|SAM||MERICA||Entity 247 Address Line 1|Entity 247 Address Line 2|WILMINGTON|28401||USA|NC|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 247 Address Line 1|Entity 247 Address Line 2|WILMINGTON|28401||USA|NC|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||SAM||MERICA||Entity 247 Address Line 1|Entity 247 Address Line 2|WILMINGTON|28401||USA|NC|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 247 Address Line 1|Entity 247 Address Line 2|WILMINGTON|28401||USA|NC|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||||||Y|20111117|D|Entity 247 D&B Monitoring Legal Business Name||Entity 247 Address Line 1||WILMINGTON|284018407|USA|NC|N|||||||||||||||5|1981315|SAM||MERICA||5555555555|||5555555555|something@sam.gov|||||||||||||||||0002|237990YY  ~541330YYYY|N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
137871124||95CT5||3|Z2|20140108|20150108|20140122|20140110|Entity 495 Legal Business Name||||Entity 495 Address Line 1||LEWIS CENTER|OH|43035|8297|USA|12|20050610|1231|||www.entity495.com|2L|OH|USA|0006|23~27~2X~QZ~VW~XS||541511|0005|541330E~541511Y~541512Y~541519E~541612Y|0014|D300~D301~D302~D303~D304~D305~D306~D307~D308~D311~D313~D315~D318~D321|N||Entity 495 Mailing Address Line 1||LEWIS CENTER|43035|8297|USA|OH|SAM||MERICA|Entity 495 POC TITLE|Entity 495 Address Line 1||LEWIS CENTER|43035||USA|OH|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||SAM||MERICA|Entity 495 POC Title|Entity 495 Address Line 1||LEWIS CENTER|43035||USA|OH|5555555555|||5555555555|something@sam.gov||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||N|||||||||||||||20|2500000|SAM||MERICA|Entity 495 POC Title|5555555555|||5555555555|something@sam.gov|||||||||||||||||0002|541330YYYY~541519YY  |N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
142628644||8082Z||3|Z1|20100209|20140919|20140122|20130919|Entity 101 Legal Business Name||||Entity 101 Address Line 1||GROSSE TETE|LA|70740|3333|USA|06|19760714|1231||||2A|||0005|12~C8~H2~UD~V2|||0000||0000||N||Entity 101 Mailing Address Line 1||GROSSE TETE|70740|0098|USA|LA|SAM||MERICA||Entity 101 Address Line 1||GROSSE TETE|70740|0098|USA|LA|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 101 Address Line 1||GROSSE TETE|70740|0098|USA|LA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||SAM||MERICA||Entity 101 Address Line 1||GROSSE TETE|70740||USA|LA|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 101 Address Line 1||GROSSE TETE|70740|0098|USA|LA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||||||Y|20091008|D|Entity 101 D&B Monitoring Legal Business Name||Entity 101 Address Line 1||GROSSE TETE|707403333|USA|LA|N|||||||||||||||||SAM||MERICA||5555555555|||5555555555|something@sam.gov|||||||||||||||||0000||N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
143875869||99382||3|Z2|20040521|20140523|20140122|20130523|Entity 162 Legal Business Name||||Entity 162 Address Line 1||GAINESVILLE|FL|32606|6966|USA|03|20040319|1231||||2L|DE|USA|0003|2X~LJ~VW||511210|0007|511210N~541511N~541512N~611420N~611430N~611519E~611710N|0000||Y||Entity 162 Mailing Address Line 1|Entity 162 Mailing Address Line 2|GAINESVILLE|32606|6966|USA|FL|SAM||MERICA||Entity 162 Address Line 1|Entity 162 Address Line 2|GAINESVILLE|32606||USA|FL|5555555555|||5555555555|something@sam.gov|SAM||||Entity 162 Address Line 1||MOUNTAIN VIEW|94043|1355|USA|CA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||SAM||MERICA||Entity 162 Address Line 1|Entity 162 Address Line 2|GAINESVILLE|32606||USA|FL|5555555555|||5555555555|something@sam.gov|SAM||||Entity 162 Address Line 1|Entity 162 Address Line 2|GAINESVILLE|32606||USA|FL|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||831445908|Entity 162 Address Line 1||SAN FRANCISCO|94111450||CA|||848332354|Entity 162 Address Line 1||SAN FRANCISCO|94111455||CA|||848332354|Entity 162 Address Line 1||SAN FRANCISCO|94111455||CA||Y|20120619|U|Entity 162 D&B Monitoring Legal Business Name||Entity 162 Address Line 1||GAINESVILLE|326066966|USA|FL|N|||||||||||||||1000|97574825|SAM||MERICA||5555555555|||5555555555|something@sam.gov|||||||||||||||||0001|611519NN  |N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
