BOF FOUO 00000000 20140504 0000500 0000089
111292429||7LBF7||A|Z4|20070828|20140826|20140122|20130909|Entity 84 Legal Business Name|Entity 84 DBA Name|||Entity 84 Address Line 1||MADISON|WI|53705|2254|USA|02|19510916|0930|94|94||2A|||0004|2R~80~NG~V2|2||0000||0000||N||Entity 84 Mailing Address Line 1|Entity 84 Mailing Address Line 2|MADISON|53705|2254|USA|WI|SAM||MERICA||Entity 84 Address Line 1|Entity 84 Address Line 2|MADISON|53705|2254|USA|WI|5555555555|||5555555555|something@sam.gov|SAM|A|MERICA|Entity 84 POC Title|Entity 84 Address Line 1||MADISON|53705|2254|USA|WI|5555555555||||something@sam.gov|||||||||||||||||||||||||||||||||SAM||MERICA||Entity 84 Address Line 1|Entity 84 Address Line 2|MADISON|53705|2254|USA|WI|5555555555|||5555555555|something@sam.gov|SAM|A|MERICA|Entity 84 POC Title|Entity 84 Address Line 1|Entity 84 Address Line 2|MADISON|53705|2254|USA|WI|5555555555|||5555555555|something@sam.gov||||||||||||||||||||||||||Entity 84 HQ Parent Name|926891516|Entity 84 Address Line 1||WASHINGTON|204200001|USA|DC|||161906193|Entity 84 Address Line 1||WASHINGTON|20501000||DC|||161906193|Entity 84 Address Line 1||WASHINGTON|20501000||DC||Y|20081111|U|Entity 84 D&B Monitoring Legal Business Name|Entity 84 D&B Monitoring DBA Name|Entity 84 Address Line 1||MADISON|537052254|USA|WI|N|||||||||||||||||SAM|A|MERICA||5555555555|17051||5555555555|something@sam.gov|SAM|A|MERICA||Entity 84 Address Line 1||MADISON|53705||USA|WI|5555555555||||something@sam.gov|0000||N||0000||0000|||0000|||Federal|48|3600|VETERANS AFFAIRS DEPARTMENT OF|3600|VETERANS AFFAIRS DEPARTMENT OF|00607|SAM|A|MERICA||Entity 84 Address Line 1||MADISON|53705||USA|WI|5555555555||||something@sam.gov|SAM|A|MERICA||Entity 84 Address Line 1||MADISON|53705||USA|WI|5555555555||||something@sam.gov|!end
111419538||469KE||A|Z3|20031230|20140731|20140122|20130731|Entity 10 Legal Business Name|Entity 10 DBA Name|||Entity 10 Address Line 1||BRUNSWICK|GA|31524|2000|USA|01|19700701|0930||||2A|||0002|2R~NG|3|611430|0002|611430N~922190N|0001|U099|Y||Entity 10 Mailing Address Line 1|Entity 10 Mailing Address Line 2|BRUNSWICK|31524|0001|USA|GA|SAM||MERICA|Entity 10 POC TITLE|Entity 10 Address Line 1|Entity 10 Address Line 2|GLYNCO|31524|0001|USA|GA|5555555555|||5555555555|something@sam.gov|SAM||||Entity 10 Address Line 1|Entity 10 Address Line 2|GLYNCO|31524|0001|USA|GA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||SAM||MERICA|Entity 10 POC Title|Entity 10 Address Line 1|Entity 10 Address Line 2|GLYNCO|31524|0001|USA|GA|5555555555|||5555555555|something@sam.gov|SAM||||Entity 10 Address Line 1|Entity 10 Address Line 2|GLYNCO|31524|0001|USA|GA|5555555555|||5555555555|something@sam.gov||||||||||||||||||||||||||Entity 10 HQ Parent Name|052368391|Entity 10 Address Line 1||WASHINGTON|205281002|USA|DC|||161906193|Entity 10 Address Line 1||WASHINGTON|20501000||DC|||161906193|Entity 10 Address Line 1||WASHINGTON|20501000||DC||Y|20101008|U|Entity 10 D&B Monitoring Legal Business Name|Entity 10 D&B Monitoring DBA Name|Entity 10 Address Line 1||BRUNSWICK|315242000|USA|GA|N|||||||||||||||1100|0|SAM||MERICA|Entity 10 POC Title|5555555555|||5555555555|something@sam.gov|SAM||MERICA|Entity 10 POC Title|Entity 10 Address Line 1|Entity 10 Address Line 2|GLYNCO|31524||USA|GA|5555555555|||5555555555|something@sam.gov|0000||N||0000||0000|||0000||55655000|Federal|48|2000|TREASURY DEPARTMENT OF THE|||2024|SAM||MERICA|Entity 10 POC Title|Entity 10 Address Line 1|Entity 10 Address Line 2|GLYNCO|31524||USA|GA|5555555555|||5555555555|something@sam.gov|SAM||MERICA|Entity 10 POC Title|Entity 10 Address Line 1|Entity 10 Address Line 2|GLYNCO|31524||USA|GA|5555555555|||5555555555|something@sam.gov|!end
111435873||2B8E5||A|Z2|20020327|20150116|20140122|20140116|Entity 294 Legal Business Name||||Entity 294 Address Line 1||TAUNTON|MA|02780|3707|USA|04|19910809|1231|||www.entity294.com|2L|MA|USA|0005|27~2X~MF~VW~XS||334419|0002|334419Y~339991Y|0000||Y||Entity 294 Mailing Address Line 1||TAUNTON|02780|3707|USA|MA|SAM|A|MERICA||Entity 294 Address Line 1||TAUNTON|02780|3707|USA|MA|5555555555|||5555555555|something@sam.gov|SAM|A|MERICA||Entity 294 Address Line 1||TAUNTON|02780|3707|USA|MA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||SAM|A|MERICA|Entity 294 POC Title|Entity 294 Address Line 1||TAUNTON|02780|3707|USA|MA|5555555555|||5555555555|something@sam.gov|SAM|A|MERICA||Entity 294 Address Line 1||TAUNTON|02780|3707|USA|MA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||||||Y|20090211|U|Entity 294 D&B Monitoring Legal Business Name||Entity 294 Address Line 1||TAUNTON|027803707|USA|MA|N|||||||||||||||10|2000000|SAM|A|MERICA||5555555555|||5555555555|something@sam.gov|||||||||||||||||0000||N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
112286644||EV19G||A|Z2|20131220|20141227|20140122|20131231|Entity 434 Legal Business Name||||Entity 434 Address Line 1||SILVER SPRING|MD|20904|4760|USA|03|20130901|1231||||2K|MD|USA|0006|23~27~2X~8C~OY~VW||923120|0002|541611Y~923120 |0013|AB12~AB32~AB42~AM12~AN42~AN82~AN85~AN86~AQ92~AZ16~R615~R702~R799|N||Entity 434 Mailing Address Line 1||WASHINGTON|20010||USA|DC|SAM|A|MERICA|Entity 434 POC TITLE|Entity 434 Address Line 1||WASHINGTON|20010||USA|DC|5555555555||||something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||SAM|A|MERICA|Entity 434 POC Title|Entity 434 Address Line 1||WASHINGTON|20010||USA|DC|5555555555||||something@sam.gov||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||N|||||||||||||||2|1|SAM|A|MERICA|Entity 434 POC Title|5555555555||||something@sam.gov|||||||||||||||||0000||N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
116461328||JZ72L||A|Z2|20131220|20141220|20140122|20131226|Entity 404 Legal Business Name||||Entity 404 Address Line 1||PYONGTAEK|KYONGGI|451821||KOR||20081219|1231||||8H||KOR|0003|20~2X~VW||236220|0003|236210N~236220N~238220N|0000||Y||Entity 404 Mailing Address Line 1||PYONGTAEK|451821||KOR|KYONGGI|SAM||MERICA|Entity 404 POC TITLE|Entity 404 Address Line 1||PYONGTAEK|451821||KOR|KYONGGI|||5555-55555555555||something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||SAM||MERICA|Entity 404 POC Title|Entity 404 Address Line 1||PYONGTAEK|451821||KOR|KYONGGI|||5555-55555555555||something@sam.gov||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||N|||||||||||||||10|300000|SAM||MERICA|Entity 404 POC Title|||5555-55555555555||something@sam.gov|||||||||||||||||0000||||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
118177954||1C550||A|Z1|20111010|20150113|20140122|20140113|Entity 163 Legal Business Name||||Entity 163 Address Line 1||GREENVILLE|AL|36037|7414|USA|02|19820831|1231||||8H|AL|USA|0002|A8~V2|||0000||0000||N||Entity 163 Mailing Address Line 1||GREENVILLE|36037|7242|USA|AL|SAM||MERICA||Entity 163 Address Line 1||GREENVILLE|36037|7242|USA|AL|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 163 Address Line 1||GREENVILLE|36037|7242|USA|AL|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||SAM||MERICA||Entity 163 Address Line 1||GREENVILLE|36037|7242|USA|AL|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 163 Address Line 1||GREENVILLE|36037|7242|USA|AL|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||||||Y|20111010|D|Entity 163 D&B Monitoring Legal Business Name||Entity 163 Address Line 1||GREENVILLE|360377414|USA|AL|N|||||||||||||||||SAM||MERICA||5555555555|||5555555555|something@sam.gov|||||||||||||||||0000||N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
118435913||||A|Z3|20070605|20141213|20140122|20131213|Entity 13 Legal Business Name|Entity 13 DBA Name|||Entity 13 Address Line 1||WASHINGTON|DC|20224|0002|USA|98|19750101|||||2A|||0001|2R|3|921130|0001|921130N|0003|R424~R498~R499|N||Entity 13 Mailing Address Line 1||WASHINGTON|20224|0002|USA|DC|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||003254885|Entity 13 Address Line 1||WASHINGTON|20220000||DC|||161906193|Entity 13 Address Line 1||WASHINGTON|20501000||DC|||161906193|Entity 13 Address Line 1||WASHINGTON|20501000||DC|||||||||||||N|||||||||||||||||SAM||MERICA||5555555555||||something@sam.gov|SAM||MERICA||Entity 13 Address Line 1||BECKLEY|25801||USA|WV|5555555555||||something@sam.gov|0000||||0000||0000|||0000||11500000|Federal|48|2000|TREASURY DEPARTMENT OF THE|||2050|SAM|A|MERICA||Entity 13 Address Line 1||BECKLEY|25801||USA|WV|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 13 Address Line 1||BECKLEY|25801||USA|WV|5555555555||||something@sam.gov|!end
119698675||X5BL2||A|Z4|20010510|20140513|20140122|20130513|Entity 75 Legal Business Name|Entity 75 DBA Name|||Entity 75 Address Line 1||CLEVELAND|OH|44135|3191|USA|16|19410101|0930||||2A|||0003|2R~NG~V2|2||0001|927110N|0000||N||Entity 75 Mailing Address Line 1|Entity 75 Mailing Address Line 2|CLEVELAND|44135|3127|USA|OH|SAM|A|MERICA||Entity 75 Address Line 1|Entity 75 Address Line 2|CLEVELAND|44135||USA|OH|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 75 Address Line 1|Entity 75 Address Line 2|CLEVELAND|44135||USA|OH|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 75 Address Line 1||CLEVELAND|44135||USA|OH|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 75 Address Line 1|Entity 75 Address Line 2|CLEVELAND|44135||USA|OH|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 75 Address Line 1|Entity 75 Address Line 2|CLEVELAND|44135||USA|OH|5555555555|||5555555555|something@sam.gov|SAM||MERICA||Entity 75 Address Line 1|Entity 75 Address Line 2|CLEVELAND|44135||USA|OH|5555555555|||5555555555|something@sam.gov||||||||||||||||||||||||||Entity 75 HQ Parent Name|003259074|Entity 75 Address Line 1||WASHINGTON|205460002|USA|DC|||161906193|Entity 75 Address Line 1||WASHINGTON|20501000||DC|||161906193|Entity 75 Address Line 1||WASHINGTON|20501000||DC|||20100821|U|Entity 75 D&B Monitoring Legal Business Name|Entity 75 D&B Monitoring DBA Name|Entity 75 Address Line 1||CLEVELAND|441353191|USA|OH|N|||||||||||||||25000|100000|SAM|A|MERICA||5555555555|||5555555555|something@sam.gov|SAM|A|MERICA||Entity 75 Address Line 1|Entity 75 Address Line 2|CLEVELAND|44135|3191|USA|OH|5555555555||||something@sam.gov|0000||N||0000||0001|LS^3000^15000^0^0||0000|||Federal||8000|NATIONAL AERONAUTICS AND SPACE ADMINISTRATION|8000|NATIONAL AERONAUTICS AND SPACE ADMINISTRATION|GRC00|SAM|A|MERICA||Entity 75 Address Line 1|Entity 75 Address Line 2|CLEVELAND|44135|3191|USA|OH|5555555555||||something@sam.gov|SAM|A|MERICA||Entity 75 Address Line 1|Entity 75 Address Line 2|CLEVELAND|44135|3191|USA|OH|5555555555||||something@sam.gov|!end
123481741||ZL3VH||E|Z2|20120822|20131120|20140122|20120829|Entity 390 Legal Business Name||||Entity 390 Address Line 1||CHATSWORTH|CA|91311|4710|USA|30|20050810|1212|||www.entity390.com|2L|CA|USA|0003|2X~LJ~VW||333518|0002|333512Y~333518Y|0001|3419|Y||Entity 390 Mailing Address Line 1||CHATSWORTH|91311|4710|USA|CA|SAM||MERICA|Entity 390 POC TITLE|Entity 390 Address Line 1||CHATSWORTH|91311||USA|CA|5555555555|||5555555555|something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||SAM||MERICA|Entity 390 POC Title|Entity 390 Address Line 1||CHATSWORTH|91311||USA|CA|5555555555|||5555555555|something@sam.gov||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||N|||||||||||||||4|800000|SAM||MERICA|Entity 390 POC Title|5555555555|||5555555555|something@sam.gov|||||||||||||||||0000||N||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
124317426||5C1E8||A|Z1|20120822|20140306|20140122|20130308|Entity 325 Legal Business Name||||Entity 325 Address Line 1|Entity 325 Address Line 2|SOFIA|STOLICHNA|1407||BGR||20070713|1231||||ZZ||BGR|0002|A8~V2|||0000||0000||N||Entity 325 Mailing Address Line 1|Entity 325 Mailing Address Line 2|SOFIA|1407||BGR|STOLICHNA|SAM||MERICA|Entity 325 POC TITLE|Entity 325 Address Line 1||SOFIA|1407||BGR|SOFIA|||5555-55555555555||something@sam.gov|||||||||||||||||||||||||||||||||||||||||||||||||SAM||MERICA|Entity 325 POC Title|Entity 325 Address Line 1||SOFIA|1407||BGR|SOFIA|||5555-55555555555||something@sam.gov||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||N|||||||||||||||||SAM||MERICA|Entity 325 POC Title|||5555-55555555555||something@sam.gov|||||||||||||||||0000||||0000||0000|||0000||||||||||||||||||||||||||||||||||||||||||!end
